path,count
02-exploring-data.qmd,5
02-hello-world.Rmd,5
02-exploring-data.Rmd,5
02-making-rigorous-conclusions.qmd,5
.github/workflows/render-rmd.yaml,5
02-making-rigorous-conclusions.Rmd,4
index.Rmd,4
02-ethics.qmd,4
02-hello-world.qmd,4
02-looking-further.qmd,4
course-materials/lab-instructions/lab-06/lab-06-sad-plots.Rmd,3
course-materials/lab-instructions/lab-11/lab-11-mlr-course-evals.Rmd,3
course-materials/hw-instructions/hw-01/hw-01-pet-names.Rmd,3
course-materials/hw-instructions/hw-02/hw-02-airbnb-edi.Rmd,3
_output.yml,3
course-materials/hw-instructions/hw-06/scripts/scrape-pac.R,3
course-materials/lab-instructions/lab-04/lab-04-viz-sp-data.Rmd,3
course-materials/hw-instructions/hw-06/hw-06-money-in-politics.Rmd,3
course-materials/slides/u1_d07-tidy-data/u1_d07-tidy-data.Rmd,3
01-tech-stack.Rmd,3
course-materials/lab-instructions/lab-02/lab-02-plastic-waste.Rmd,2
course-materials/lab-instructions/lab-03/lab-03-nobel-laureates.Rmd,2
course-materials/lab-instructions/lab-05/lab-05-wrangle-sp-data.Rmd,2
course-materials/lab-instructions/lab-12/lab-12-inference-smoking.Rmd,2
course-materials/lab-instructions/lab-07/lab-07-simpsons-paradox.Rmd,2
course-materials/lab-instructions/lab-08/lab-08-uoe-art.Rmd,2
course-materials/lab-instructions/lab-09/lab-09-better-viz.Rmd,2
course-materials/lab-instructions/lab-10/lab-10-slr-course-evals.Rmd,2
course-materials/hw-instructions/hw-05/hw-05-legos.Rmd,2
course-materials/lab-instructions/lab-13/lab-13-work-on-projects.Rmd,2
course-materials/lab-instructions/lab-14/lab-14-collaborating-on-github.Rmd,2
course-materials/starters/hw/hw-06-money-in-politics/scrape-pac.R,2
course-materials/application-exercises/ae-08-imdb-webscraping/03-imdb-250movies-complete.R,2
02-ethics.Rmd,2
03-access-r.Rmd,2
course-materials/slides/u1_d02-meet-the-toolkit/u1_d02-meet-the-toolkit.Rmd,2
01-design-principles.qmd,2
course-materials/application-exercises/ae-08-imdb-webscraping/02-imdb-tvshows.R,2
course-materials/application-exercises/ae-08-imdb-webscraping/04-imdb-tvshows-complete.R,2
04-pedagogy.Rmd,2
03-version-control.Rmd,2
_bookdown.yml,2
course-materials/hw-instructions/hw-07/hw-07-bike-rentals-dc.Rmd,2
02-interactive-tutorials.qmd,2
.gitignore,2
course-materials/application-exercises/ae-08-imdb-webscraping/01-imdb-250movies.R,2
.renvignore,2
course-materials/hw-instructions/hw-03/hw-03-accidents.Rmd,2
website/content/infrastructure/rscloud/_index.Rmd,2
03-version-control.qmd,2
